захлинутися, захлебнуться, 3, 0.2500, 1.0000, 0.0833, 1.6000, 0.1333, 2.0000, 0.1667, 2.2000, 0.1833, 2.4000, 0.2000
захлинутися, захлебнуться, 3, 0.2500, 1.0000, 0.0833, 1.6000, 0.1333, 2.0000, 0.1667, 2.2000, 0.1833, 2.4000, 0.2000

сьогодні, сегодня, 3, 0.3750, 1.0000, 0.1250, 1.6000, 0.2000, 1.8000, 0.2250, 2.0000, 0.2500, 2.2000, 0.2750
сьогодні, сегодня, 3, 0.3750, 1.0000, 0.1250, 1.6000, 0.2000, 1.8000, 0.2250, 2.0000, 0.2500, 2.2000, 0.2750

вибір, выбор, 2, 0.4000, 0.8000, 0.1600, 1.0000, 0.2000, 1.0000, 0.2000, 1.0000, 0.2000, 1.0000, 0.2000
вибір, выбор, 2, 0.4000, 0.8000, 0.1600, 1.0000, 0.2000, 1.0000, 0.2000, 1.0000, 0.2000, 1.0000, 0.2000

політичний, позитивный, 4, 0.4000, 1.2000, 0.1200, 2.0000, 0.2000, 2.0000, 0.2000, 2.0000, 0.2000, 2.0000, 0.2000
політичний, позитивный, 4, 0.4000, 1.2000, 0.1200, 1.6000, 0.1600, 1.6000, 0.1600, 1.6000, 0.1600, 1.6000, 0.1600

політичний, прожиточный, 5, 0.4545, 1.2000, 0.1091, 2.0000, 0.1818, 2.2000, 0.2000, 2.4000, 0.2182, 2.6000, 0.2364
політичний, прожиточный, 5, 0.4545, 1.2000, 0.1091, 1.8000, 0.1636, 2.0000, 0.1818, 2.2000, 0.2000, 2.4000, 0.2182

політичний, больничный, 4, 0.4000, 1.2000, 0.1200, 2.0000, 0.2000, 2.4000, 0.2400, 2.4000, 0.2400, 2.4000, 0.2400
політичний, больничный, 4, 0.4000, 1.2000, 0.1200, 1.8000, 0.1800, 2.0000, 0.2000, 2.0000, 0.2000, 2.0000, 0.2000

політичний, посадочный, 5, 0.5000, 1.8000, 0.1800, 2.4000, 0.2400, 2.4000, 0.2400, 2.4000, 0.2400, 2.4000, 0.2400
політичний, посадочный, 5, 0.5000, 1.6000, 0.1600, 2.0000, 0.2000, 2.0000, 0.2000, 2.0000, 0.2000, 2.0000, 0.2000

політичний, порядочный, 5, 0.5000, 1.8000, 0.1800, 2.6000, 0.2600, 2.6000, 0.2600, 2.6000, 0.2600, 2.6000, 0.2600
політичний, порядочный, 5, 0.5000, 1.8000, 0.1800, 2.2000, 0.2200, 2.2000, 0.2200, 2.2000, 0.2200, 2.2000, 0.2200

політичний, поперечный, 5, 0.5000, 1.8000, 0.1800, 2.6000, 0.2600, 2.6000, 0.2600, 2.6000, 0.2600, 2.6000, 0.2600
політичний, поперечный, 5, 0.5000, 1.8000, 0.1800, 2.4000, 0.2400, 2.4000, 0.2400, 2.4000, 0.2400, 2.4000, 0.2400

політичний, политический, 4, 0.3333, 1.2000, 0.1000, 2.0000, 0.1667, 2.4000, 0.2000, 2.8000, 0.2333, 3.2000, 0.2667
політичний, политический, 4, 0.3333, 1.2000, 0.1000, 1.6000, 0.1333, 2.0000, 0.1667, 2.4000, 0.2000, 2.8000, 0.2333

колгосп, колхоз, 3, 0.4286, 0.8000, 0.1143, 1.4000, 0.2000, 1.6000, 0.2286, 1.8000, 0.2571, 2.0000, 0.2857
колгосп, колхоз, 3, 0.4286, 0.8000, 0.1143, 1.0000, 0.1429, 1.2000, 0.1714, 1.4000, 0.2000, 1.6000, 0.2286

огорожа, ограда, 3, 0.4286, 1.0000, 0.1429, 1.6000, 0.2286, 1.8000, 0.2571, 2.0000, 0.2857, 2.2000, 0.3143
огорожа, ограда, 3, 0.4286, 1.0000, 0.1429, 1.2000, 0.1714, 1.4000, 0.2000, 1.6000, 0.2286, 1.8000, 0.2571

бомбардування, бомбардировка, 6, 0.4615, 1.6000, 0.1231, 2.8000, 0.2154, 3.4000, 0.2615, 3.4000, 0.2615, 3.4000, 0.2615
бомбардування, бомбардировка, 6, 0.4615, 1.6000, 0.1231, 2.8000, 0.2154, 3.4000, 0.2615, 3.4000, 0.2615, 3.4000, 0.2615

похилий, пожилой, 2, 0.2857, 1.0000, 0.1429, 1.6000, 0.2286, 1.6000, 0.2286, 1.6000, 0.2286, 1.6000, 0.2286
похилий, пожилой, 2, 0.2857, 1.0000, 0.1429, 1.4000, 0.2000, 1.4000, 0.2000, 1.4000, 0.2000, 1.4000, 0.2000

похилий, похожий, 2, 0.2857, 1.0000, 0.1429, 1.6000, 0.2286, 1.6000, 0.2286, 1.6000, 0.2286, 1.6000, 0.2286
похилий, похожий, 2, 0.2857, 1.0000, 0.1429, 1.4000, 0.2000, 1.4000, 0.2000, 1.4000, 0.2000, 1.4000, 0.2000

похилий, пухлый, 3, 0.4286, 0.6000, 0.0857, 0.8000, 0.1143, 1.0000, 0.1429, 1.2000, 0.1714, 1.4000, 0.2000
похилий, пухлый, 3, 0.4286, 0.6000, 0.0857, 0.8000, 0.1143, 1.0000, 0.1429, 1.2000, 0.1714, 1.4000, 0.2000

розстріл, расстрел, 3, 0.3750, 1.0000, 0.1250, 1.0000, 0.1250, 1.0000, 0.1250, 1.0000, 0.1250, 1.0000, 0.1250
розстріл, расстрел, 3, 0.3750, 1.0000, 0.1250, 1.0000, 0.1250, 1.0000, 0.1250, 1.0000, 0.1250, 1.0000, 0.1250

безcилий, бессильный, 5, 0.5000, 1.6000, 0.1600, 2.4000, 0.2400, 3.0000, 0.3000, 3.4000, 0.3400, 3.8000, 0.3800
безcилий, бессильный, 5, 0.5000, 1.6000, 0.1600, 2.4000, 0.2400, 3.0000, 0.3000, 3.4000, 0.3400, 3.8000, 0.3800

худий, худой, 1, 0.2000, 0.4000, 0.0800, 0.6000, 0.1200, 0.6000, 0.1200, 0.6000, 0.1200, 0.6000, 0.1200
худий, худой, 1, 0.2000, 0.4000, 0.0800, 0.6000, 0.1200, 0.6000, 0.1200, 0.6000, 0.1200, 0.6000, 0.1200

худий, худший, 1, 0.1667, 0.4000, 0.0667, 0.6000, 0.1000, 0.8000, 0.1333, 1.0000, 0.1667, 1.2000, 0.2000
худий, худший, 1, 0.1667, 0.4000, 0.0667, 0.6000, 0.1000, 0.8000, 0.1333, 1.0000, 0.1667, 1.2000, 0.2000

захлинутися, захлебнуться, 3, 0.2500, 1.0000, 0.0833, 1.6000, 0.1333, 2.0000, 0.1667, 2.2000, 0.1833, 2.4000, 0.2000
захлинутися, захлебнуться, 3, 0.2500, 1.0000, 0.0833, 1.6000, 0.1333, 2.0000, 0.1667, 2.2000, 0.1833, 2.4000, 0.2000

захлинутися, захлопнуться, 3, 0.2500, 1.0000, 0.0833, 1.8000, 0.1500, 2.2000, 0.1833, 2.4000, 0.2000, 2.6000, 0.2167
захлинутися, захлопнуться, 3, 0.2500, 1.0000, 0.0833, 1.8000, 0.1500, 2.2000, 0.1833, 2.4000, 0.2000, 2.6000, 0.2167

